system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,NDI45,NDVI,NDVIre,NDWI,NDre1,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,VH,VH_VV_ratio,VV,WVP,label,.geo
3536,0.0342,0.024166666,0.0903,0.0387,0.031,0.0544,0.0325,0.09126667,0.23855,0.2809,0.2898,0.3065,0.3033,0.0,0.0,0.0,0.0,0.0,0.47481823,0.7983245,0.52099365,-0.6839047,0.44656122,0.0,0.0,0.0,4.0E-4,0.0037,0.0055,0.0032,-14.767878,1.7463906,-8.456228,0.21775,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3537,0.034244444,0.048666667,0.091835715,0.036982354,0.04182222,0.060709093,0.036708333,0.0954,0.2445625,0.2947,0.29486668,0.318,0.2599625,0.0,0.0,0.0,0.0,0.0,0.4442692,0.77858204,0.5111036,-0.6585308,0.43876165,0.0,0.0,0.0,4.0E-4,0.0043,0.0063,0.0038333333,-14.53829,1.7555572,-8.281297,0.23258,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3538,0.034261905,0.0452375,0.10353077,0.048915096,0.044333335,0.06875218,0.044704348,0.10734444,0.22070588,0.24841379,0.27529413,0.26770526,0.26976922,0.0,0.0,0.0,1.0E-4,0.0,0.41197366,0.7205965,0.43892515,-0.60033184,0.34556112,0.0,0.0,0.0,4.0E-4,0.0046,0.007,0.0046,-13.413183,1.8759028,-7.150255,0.2361,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3539,0.034246154,0.0373625,0.1077,0.04602,0.039104167,0.0613375,0.037109092,0.103388,0.2570923,0.3,0.3116,0.32738,0.3241421,0.0,0.0,0.0,0.0,0.0,0.47174576,0.787163,0.5017302,-0.67105746,0.42638752,0.0,0.0,0.0,4.0E-4,0.0042,0.0064,0.00385,-14.148788,1.6764989,-8.439486,0.224375,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3540,0.035408333,0.044,0.10652728,0.047328573,0.04205714,0.06541,0.044466667,0.102625,0.22758333,0.25866923,0.2764,0.28442,0.23263,0.0,0.0,0.0,0.0,0.0,0.39538836,0.722834,0.458479,-0.61727273,0.37842274,0.0,0.0,0.0,4.0E-4,0.0042,0.00665,0.0046,-14.807523,1.6571392,-8.935594,0.24493334,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3541,0.03422857,0.03335,0.0851,0.03986,0.0367,0.05615,0.03641667,0.08392857,0.2132125,0.24781428,0.2668,0.275875,0.26925,0.0,0.0,0.0,0.0,0.0,0.3947967,0.7597977,0.5214044,-0.6522681,0.43509278,0.0,0.0,0.0,4.0E-4,0.003975,0.0057,0.0038,-13.89743,1.8074509,-7.688967,0.2352,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3542,0.034828,0.051054925,0.09218148,0.044784907,0.04464706,0.06435263,0.045111112,0.09555814,0.20084138,0.22874445,0.24835715,0.249,0.20681,0.0,0.0,0.0,0.0,0.0,0.35862154,0.6925656,0.44429258,-0.58841944,0.3552072,0.0,0.0,0.0,4.0E-4,0.00475,0.006641667,0.0047,-14.064914,1.6976008,-8.2851715,0.24724,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3543,0.032985713,0.035321154,0.09930606,0.047723077,0.03774167,0.064822726,0.040995456,0.105522156,0.23184444,0.26356667,0.2718923,0.2877421,0.27130952,0.0,0.0,0.0,0.0,0.0,0.44040233,0.73795426,0.4408155,-0.6149698,0.37443626,0.0,0.0,0.0,4.0E-4,0.004,0.0065,0.0041,-14.878283,1.4703578,-10.118818,0.22239286,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3544,0.033564,0.04066154,0.09954857,0.047803335,0.03745,0.06236732,0.041433334,0.10759024,0.22855,0.26024666,0.26793846,0.28358462,0.28497776,0.0,0.0,0.0,0.0,0.0,0.44393584,0.73214537,0.42699325,-0.6223662,0.3598491,0.0,0.0,0.0,4.0E-4,0.0041,0.0064,0.0043,-15.128091,1.4983542,-10.096472,0.22129092,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3545,0.03425,0.035454545,0.10298125,0.04483793,0.043668423,0.0644,0.037213042,0.09701316,0.22401875,0.2603875,0.27566,0.28307778,0.27728334,0.0,0.0,0.0,0.0,0.0,0.44551748,0.7621205,0.479366,-0.6212433,0.3956167,0.0,0.0,0.0,4.0E-4,0.00415,0.0064,0.0041,-14.978418,1.5969422,-9.3794365,0.220025,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3546,0.034793332,0.059245832,0.09552647,0.044744898,0.03512174,0.06593784,0.035196155,0.10525246,0.23834,0.2675842,0.279525,0.29160714,0.26208788,0.0,0.0,0.0,0.0,0.0,0.49880382,0.77633435,0.45291775,-0.6182638,0.3873413,0.0,0.0,0.0,4.0E-4,0.004,0.0064,0.004,-14.871447,1.5091516,-9.8541765,0.23614444,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3547,0.034817647,0.04218421,0.09958421,0.04861228,0.043424,0.064494446,0.045180954,0.105009615,0.220725,0.24395217,0.25364903,0.26794374,0.254,0.0,0.0,0.0,1.0E-4,0.0,0.39835164,0.6976143,0.41443142,-0.59455746,0.35524437,0.0,0.0,0.0,4.0E-4,0.00444,0.0068,0.0046,-14.742259,1.6003102,-9.212126,0.2205,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3548,0.034785714,0.03548889,0.08782667,0.03652581,0.036966667,0.05871579,0.035172727,0.09759524,0.23846819,0.28575554,0.30930588,0.316105,0.3010125,0.0,0.0,0.0,0.0,0.0,0.47016245,0.7957915,0.5203,-0.68091124,0.4191856,0.0,0.0,0.0,4.0E-4,0.00384,0.0058,0.0034083333,-16.099897,1.5340316,-10.495153,0.21626666,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3549,0.034225,0.034285713,0.110113636,0.04924706,0.0384875,0.06533,0.03982222,0.10851177,0.24910909,0.2863,0.29590908,0.3134909,0.29625,0.0,0.0,0.0,0.0,0.0,0.46307355,0.7627733,0.46337202,-0.6383005,0.3931463,0.0,0.0,0.0,4.0E-4,0.0041,0.0066608693,0.004,-14.63166,1.5800253,-9.260396,0.22386,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3550,0.0335875,0.032575,0.08027143,0.036966667,0.032833334,0.0603,0.03692857,0.099675,0.22435555,0.2484375,0.24451429,0.27588335,0.23818,0.0,0.0,0.0,0.0,0.0,0.45933226,0.7375768,0.42081288,-0.60434926,0.38478023,0.0,0.0,0.0,4.0E-4,0.0038,0.0060666665,0.003875,-15.141923,1.5685797,-9.65327,0.2515,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3551,0.03435,0.045816667,0.08865,0.0437,0.03672,0.05925,0.042433333,0.09658,0.189375,0.21546666,0.2395,0.23085,0.201275,0.0,0.0,0.0,0.0,0.0,0.389507,0.6989832,0.4252559,-0.6033473,0.3245091,0.0,0.0,0.0,4.0E-4,0.00385,0.0061375,0.0043,-15.176551,1.6758933,-9.055798,0.236075,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3552,0.03486667,0.04093,0.09455,0.04003,0.0414,0.064322725,0.03717895,0.10706818,0.257,0.29846665,0.32293335,0.3233,0.30005,0.0,0.0,0.0,0.0,0.0,0.4845104,0.79351467,0.5020102,-0.66780263,0.41182345,0.0,0.0,0.0,4.0E-4,0.0043,0.0066545457,0.0038666667,-14.395705,1.6021838,-8.985052,0.2411,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3553,0.03424,0.0396,0.093325,0.04224,0.0406,0.063,0.0408,0.0995375,0.2278,0.26278332,0.2708,0.28671,0.25745,0.0,0.0,0.0,0.0,0.0,0.41854456,0.7381258,0.4624498,-0.62252843,0.39183563,0.0,0.0,0.0,4.0E-4,0.0043,0.0064,0.0042,-14.729124,1.6763738,-8.786301,0.2259,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3554,0.03358889,0.0368,0.10465714,0.047933333,0.03766,0.060533334,0.0367625,0.095675,0.23173334,0.2717625,0.29531667,0.29483333,0.26936,0.0,0.0,0.0,0.0,0.0,0.44483247,0.778592,0.51060337,-0.65978175,0.41556162,0.0,0.0,0.0,4.0E-4,0.0038666667,0.0060333335,0.00388,-14.584606,1.633324,-8.929401,0.2301875,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3555,0.0348,0.05221905,0.110915385,0.052348,0.04470909,0.064493336,0.044989474,0.09588947,0.20498462,0.24045454,0.24798462,0.2633,0.16734166,0.0,0.0,0.0,0.0,0.0,0.3613031,0.6928775,0.44229895,-0.5872135,0.36259404,0.0,0.0,0.0,4.0E-4,0.00445,0.0064,0.0044333334,-13.648133,1.6965568,-8.044607,0.24953334,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3556,0.034783334,0.043140586,0.1027375,0.05156923,0.0452,0.06930833,0.048063636,0.1044,0.21623,0.2431875,0.2508,0.26448,0.25605,0.0,0.0,0.0,0.0,0.0,0.3695069,0.6783574,0.41216218,-0.5669695,0.3487821,0.0,0.0,0.0,4.0E-4,0.00475,0.0071333335,0.0049538463,-13.894711,1.5386353,-9.030542,0.22145,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3557,0.034258332,0.03451111,0.0961375,0.045088463,0.04311,0.06451818,0.040858332,0.10479063,0.24066667,0.27896667,0.28734,0.30256668,0.30838,0.0,0.0,0.0,5.0E-5,0.0,0.43894783,0.75101435,0.46553203,-0.63327163,0.39332226,0.0,0.0,0.0,4.0E-4,0.0042,0.0065,0.00415,-14.161268,1.5695834,-9.02231,0.23865,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3558,0.033557143,0.045185715,0.0944375,0.041964285,0.034044445,0.06468889,0.03912143,0.10349565,0.25016874,0.2877,0.30236,0.313825,0.24554,0.0,0.0,0.0,0.0,0.0,0.45137805,0.7708723,0.48998788,-0.64751893,0.41472393,0.0,0.0,0.0,4.0E-4,0.0044625,0.0064,0.004,-13.97491,1.6632411,-8.402215,0.24133334,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3559,0.03428,0.03355,0.103175,0.04465,0.0327875,0.05684,0.0375,0.092463635,0.22808333,0.27155,0.282,0.294925,0.27604,0.0,0.0,0.0,0.0,0.0,0.4229155,0.7652582,0.5061543,-0.66450244,0.42308837,0.0,0.0,0.0,4.0E-4,0.0036,0.0058,0.0038,-13.64284,1.6979526,-8.034877,0.231,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3560,0.034815386,0.065663636,0.07214118,0.038127273,0.07064625,0.09172857,0.07434643,0.10736,0.16400357,0.17796667,0.17772,0.185425,0.112979166,0.0,0.0,0.0,0.0,0.0,0.1816863,0.41010445,0.2468079,-0.31913856,0.20873682,0.0,0.0,0.0,6.0E-4,0.0073,0.0093,0.007685,-16.347502,1.6027989,-10.199347,0.21684,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3561,0.03354375,0.03707143,0.09860667,0.04200857,0.037355557,0.060580768,0.037069567,0.099407695,0.24716666,0.28965,0.298875,0.31548333,0.30880916,0.0,0.0,0.0,0.0,0.0,0.45676568,0.7793114,0.50081843,-0.6629306,0.42634133,0.0,0.0,0.0,4.0E-4,0.0043,0.0060363635,0.0037,-14.497707,1.719578,-8.430968,0.23314,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3562,0.03451348,0.05148,0.072211765,0.033101615,0.06706957,0.08424546,0.06875909,0.08941163,0.12944445,0.15295172,0.1506,0.15624468,0.26211944,0.0,0.0,0.0,0.0,0.0,0.13057119,0.37309104,0.2549392,-0.28254557,0.18291847,0.0,0.0,0.0,6.0E-4,0.00685,0.0084,0.0069,-16.135876,1.5546486,-10.379114,0.217,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3563,0.03437273,0.0490125,0.09589444,0.04464286,0.04068,0.064166665,0.044645,0.103321426,0.23254444,0.26726365,0.27524,0.28675556,0.22268076,0.0,0.0,0.0,1.0E-4,0.0,0.3965523,0.72086847,0.45413655,-0.6218892,0.3847459,0.0,0.0,0.0,4.0E-4,0.00445,0.0066375,0.0044571427,-13.975487,1.6278697,-8.585138,0.2641,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3564,0.03487857,0.057157144,0.0851,0.0382875,0.03696,0.057844445,0.04022,0.09280667,0.21943334,0.2563,0.27025715,0.27866668,0.1814,0.0,0.0,0.0,0.0,0.0,0.3953092,0.7409149,0.4887584,-0.6473992,0.40554276,0.0,0.0,0.0,4.0E-4,0.004,0.00604,0.004,-13.28079,1.6026707,-8.286662,0.2441,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3565,0.0336,0.062452942,0.08416667,0.045144446,0.08179048,0.09788788,0.08977419,0.097429164,0.14484707,0.16743529,0.12058,0.17610624,0.13231689,0.0,0.0,0.0,0.0,0.0,0.040891215,0.14644733,0.106192045,-0.10386937,0.19571833,0.0,0.0,0.0,5.0E-4,0.00845,0.00996,0.0094625,-18.508745,1.6467923,-11.239271,0.2223625,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3566,0.03398,0.03555,0.095683336,0.04104355,0.040713333,0.060426317,0.036835715,0.091265626,0.22078182,0.255665,0.2677,0.2790111,0.29327142,0.0,0.0,0.0,0.0,0.0,0.42489728,0.7580861,0.49150768,-0.63168865,0.4150529,0.0,0.0,0.0,4.0E-4,0.0041,0.00606,0.00385,-14.034316,1.8016994,-7.7894883,0.22085,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3567,0.0339,0.041525,0.10255,0.042113334,0.038614284,0.06378572,0.0401375,0.0945875,0.24698333,0.2937875,0.3172,0.31706667,0.284225,0.0,0.0,0.0,0.0,0.0,0.4041566,0.7753524,0.5406004,-0.6651543,0.44616175,0.0,0.0,0.0,4.0E-4,0.004,0.0064,0.0041,-14.316669,1.7335786,-8.258449,0.22955,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3568,0.034813043,0.0431,0.10755833,0.04898333,0.045633335,0.06838421,0.045242857,0.10709286,0.24039374,0.2834,0.29494,0.30676666,0.2929156,0.0,0.0,0.0,0.0,0.0,0.40601116,0.7340086,0.46724325,-0.6235637,0.38361445,0.0,0.0,0.0,4.0E-4,0.0047,0.0069,0.0047,-13.901598,1.7951223,-7.7440953,0.24901667,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3569,0.03424,0.039386667,0.1113,0.0565,0.05158,0.06845,0.05286,0.09765527,0.1972,0.2204077,0.22845,0.24015,0.25451365,0.0,0.0,0.0,0.0,0.0,0.2976128,0.6241869,0.40108132,-0.538902,0.33760542,0.0,0.0,0.0,4.0E-4,0.0052,0.0071363635,0.0054,-13.594311,1.7760131,-7.6543975,0.2154,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3570,0.0342,0.05061892,0.10773,0.048717022,0.043054167,0.06845161,0.045407895,0.10744483,0.2289577,0.263575,0.2756375,0.28340626,0.23832703,0.0,0.0,0.0,0.0,0.0,0.40586084,0.71712476,0.43905097,-0.60212857,0.3612127,0.0,0.0,0.0,4.0E-4,0.0046,0.00695,0.0047,-14.83799,1.6546391,-8.967508,0.2364125,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3571,0.03482,0.044277776,0.05725,0.029555,0.06463077,0.08026,0.06802222,0.087975,0.1195,0.1309625,0.09994,0.13118333,0.23032779,0.0,0.0,0.0,0.0,0.0,0.12790473,0.19002952,0.0636724,-0.10921199,0.151946,0.0,0.0,0.0,5.0E-4,0.0066285715,0.008271429,0.0068,-18.695005,1.4992535,-12.4695425,0.2205,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3572,0.0338,0.05525,0.0808,0.0363,0.06288333,0.0833,0.06786667,0.1029,0.18143333,0.20845,0.1912,0.221,0.13823333,0.0,0.0,0.0,0.0,0.0,0.20515321,0.47606793,0.30023804,-0.39307833,0.27620167,0.0,0.0,0.0,6.0E-4,0.0063,0.0085,0.007,-15.530124,1.6637777,-9.334254,0.21343334,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3573,0.03358333,0.038225,0.08914286,0.04008,0.0405,0.06382,0.040016666,0.10297143,0.2234,0.2532,0.25665,0.2735,0.26785,0.0,0.0,0.0,1.0E-4,0.0,0.44027975,0.7302247,0.4273343,-0.60171,0.3689924,0.0,0.0,0.0,4.0E-4,0.0043,0.0065,0.0042,-14.115584,1.6377368,-8.6189575,0.23213333,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3574,0.0336,0.051,0.09181538,0.041065,0.0401,0.06657334,0.0458,0.105310716,0.21634285,0.2520125,0.2684,0.27341667,0.22251818,0.0,0.0,0.0,1.0E-4,0.0,0.39382192,0.70846593,0.43640518,-0.60251564,0.3451917,0.0,0.0,0.0,4.0E-4,0.0044,0.00685,0.0048,-14.349882,1.7060236,-8.4113035,0.2384,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3575,0.0336,0.0339,0.10725,0.0464,0.03525,0.0532,0.037,0.0864,0.21245,0.2492,0.2545,0.27486667,0.2752,0.0,0.0,0.0,0.0,0.0,0.40032417,0.74614066,0.49310648,-0.65420866,0.42178348,0.0,0.0,0.0,4.0E-4,0.0036,0.0057,0.0039,-13.903956,1.7537404,-7.9281726,0.2398,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3576,0.03483,0.041127272,0.099554546,0.049907144,0.04804,0.07215294,0.048706666,0.1112,0.2212,0.24399,0.26001668,0.26745555,0.26153684,0.0,0.0,0.0,0.0,0.0,0.3908113,0.684464,0.400889,-0.5655657,0.33092663,0.0,0.0,0.0,4.0E-4,0.0051,0.0074,0.0049333335,-13.536743,1.6469681,-8.21919,0.2317,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3577,0.03434,0.042693548,0.09553182,0.045097675,0.04363,0.06549048,0.04288205,0.105077356,0.23858723,0.26960716,0.26951516,0.29340333,0.2772139,0.0,0.0,0.0,0.0,0.0,0.42035383,0.7254646,0.4389778,-0.6090187,0.3884889,0.0,0.0,0.0,4.0E-4,0.00445,0.0064,0.0041,-14.891943,1.6537976,-9.004695,0.22355,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3578,0.034815386,0.0456875,0.09961875,0.044809524,0.04162222,0.06493077,0.040836364,0.10745833,0.25498,0.2930875,0.3072,0.32033333,0.28147614,0.0,0.0,0.0,1.0E-4,0.0,0.4492539,0.76533276,0.48170182,-0.65103257,0.40702558,0.0,0.0,0.0,4.0E-4,0.00444,0.0066625,0.00425,-14.133023,1.6271182,-8.685923,0.25035834,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3579,0.0342,0.0299,0.086742856,0.041921053,0.0376,0.060175,0.040766668,0.0986,0.20256667,0.2278,0.23526667,0.2449,0.251575,0.0,0.0,0.0,0.0,0.0,0.41497248,0.70462507,0.40934506,-0.5926438,0.34521306,0.0,0.0,0.0,4.0E-4,0.004,0.0062,0.0043,-14.758226,1.5108464,-9.768185,0.22415,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3580,0.032994445,0.045214284,0.079225,0.040033333,0.06112857,0.07993333,0.06416923,0.089257576,0.153925,0.1772375,0.1484875,0.18577273,0.21584763,0.0,0.0,0.0,0.0,0.0,0.16351998,0.39649943,0.24913205,-0.3001222,0.2659213,0.0,0.0,0.0,5.0E-4,0.00635,0.00824,0.0065,-17.274769,1.545304,-11.178881,0.22125,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3581,0.03477778,0.04548889,0.107483335,0.045083333,0.041613333,0.062441178,0.04104737,0.10300476,0.228,0.2654846,0.27353,0.2871,0.23043182,0.0,0.0,0.0,0.0,0.0,0.43010396,0.7390317,0.45288047,-0.62829447,0.37762368,0.0,0.0,0.0,4.0E-4,0.00415,0.0064,0.0042,-14.123005,1.6429223,-8.596271,0.245575,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3582,0.03601111,0.042993333,0.10346875,0.04847,0.03562778,0.0644,0.04112778,0.1056125,0.23661876,0.27506,0.27924445,0.2992875,0.27015263,0.0,0.0,0.0,0.0,0.0,0.439448,0.74325,0.45115972,-0.625194,0.38280037,0.0,0.0,0.0,4.0E-4,0.004,0.0065,0.0042,-14.799973,1.6394085,-9.02763,0.2326,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3583,0.03478,0.04178,0.09838333,0.045725,0.03775,0.0609,0.03954,0.09998571,0.2217,0.2521,0.2861,0.275375,0.23292728,0.0,0.0,0.0,0.0,0.0,0.43322274,0.7571551,0.48205432,-0.64899135,0.378364,0.0,0.0,0.0,4.0E-4,0.004,0.0062,0.004,-13.721459,1.6612728,-8.259606,0.2443,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3584,0.0348375,0.03674,0.10737647,0.04475862,0.041109093,0.064864285,0.041035715,0.10386296,0.24407333,0.2825625,0.303025,0.30764,0.3075,0.0,0.0,0.0,0.0,0.0,0.43359435,0.7614624,0.48947635,-0.64737064,0.40297714,0.0,0.0,0.0,4.0E-4,0.004475,0.0066375,0.0042,-13.893129,1.672563,-8.306491,0.23333333,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3585,0.033566665,0.056705557,0.083230436,0.03703111,0.049,0.064661905,0.045052174,0.09541035,0.2088143,0.2403087,0.22066154,0.25636843,0.15319583,0.0,0.0,0.0,0.0,0.0,0.35851678,0.6608969,0.3962744,-0.5467466,0.37276384,0.0,0.0,0.0,4.0E-4,0.0049454547,0.0066454546,0.0047,-16.00285,1.6458259,-9.723294,0.24806,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3586,0.034808695,0.035229165,0.09540883,0.04089091,0.043242857,0.066065,0.035108,0.104944445,0.26264167,0.30054286,0.31642666,0.33192962,0.30925456,0.0,0.0,0.0,0.0,0.0,0.49864495,0.8002587,0.50189066,-0.65455455,0.42900756,0.0,0.0,0.0,4.0E-4,0.004466667,0.0065,0.004,-14.30707,1.6468931,-8.687309,0.2397,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3587,0.03422857,0.04334091,0.0997381,0.04507692,0.043958824,0.06563824,0.042503126,0.10556875,0.22216296,0.253355,0.26931,0.27804616,0.27637273,0.0,0.0,0.0,5.0E-5,0.0,0.42591223,0.72738075,0.43678454,-0.60806936,0.35576114,0.0,0.0,0.0,4.0E-4,0.0044333334,0.006666667,0.00445,-14.531653,1.5243096,-9.533269,0.22191666,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3588,0.03421905,0.0355375,0.10755517,0.0458375,0.036383335,0.06010625,0.03757727,0.11120322,0.248345,0.28658235,0.2990727,0.31093845,0.30048,0.0,0.0,0.0,0.0,0.0,0.49486294,0.7767576,0.4579101,-0.66531307,0.38142806,0.0,0.0,0.0,4.0E-4,0.004,0.0063,0.0038583332,-14.278863,1.6005479,-8.921234,0.2213,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3589,0.034816667,0.037633333,0.104064286,0.049833335,0.0448,0.0681,0.045207143,0.10731176,0.20935556,0.23233125,0.2522875,0.2538271,0.26219472,0.0,0.0,0.0,0.0,0.0,0.40719292,0.696081,0.40315917,-0.5748898,0.32224292,0.0,0.0,0.0,4.0E-4,0.0046,0.0069,0.0047,-14.825909,1.6055288,-9.234283,0.2411,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3590,0.035381816,0.041475,0.10848571,0.0499,0.04152,0.06743,0.0436625,0.10845,0.2268,0.257075,0.27028,0.28215,0.26924,0.0,0.0,0.0,0.0,0.0,0.42591834,0.72184396,0.4272965,-0.6006633,0.3530201,0.0,0.0,0.0,4.0E-4,0.0044375,0.0068,0.0044714287,-14.501427,1.6545868,-8.7643795,0.23635,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3591,0.03357,0.04438889,0.09962353,0.0452,0.04188889,0.064323075,0.04049286,0.10718889,0.23627,0.27178,0.27897778,0.2951,0.26845,0.0,0.0,0.0,1.0E-4,0.0,0.45161998,0.74650025,0.44485685,-0.625267,0.37582695,0.0,0.0,0.0,4.0E-4,0.00425,0.0065,0.0042,-14.843165,1.633285,-9.087921,0.2242,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3592,0.03485,0.037025,0.09177391,0.040526923,0.0455,0.068253845,0.04894706,0.10780834,0.20502858,0.23251,0.2678857,0.24434546,0.2938579,0.0,0.0,0.0,0.0,0.0,0.3754976,0.69102275,0.4260844,-0.5938958,0.31076974,0.0,0.0,0.0,4.0E-4,0.00465,0.007,0.0048,-14.096466,1.7698472,-7.9647927,0.2307,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3593,0.0341,0.035366666,0.10543871,0.04849259,0.043254167,0.06691936,0.042516667,0.09755357,0.20709285,0.2313421,0.23769167,0.254275,0.24563636,0.0,0.0,0.0,0.0,0.0,0.39292362,0.6965353,0.41801667,-0.5606242,0.359562,0.0,0.0,0.0,4.0E-4,0.00445,0.00659,0.004392857,-13.279293,1.7459201,-7.6059,0.224625,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3594,0.033582352,0.0682875,0.07209474,0.03795,0.053264286,0.06476818,0.052464,0.08787727,0.15441923,0.18158148,0.19743334,0.19353572,0.105215,0.0,0.0,0.0,0.0,0.0,0.25233683,0.58011556,0.38398874,-0.5059664,0.27463028,0.0,0.0,0.0,6.0E-4,0.00535,0.0066384617,0.0052,-12.834858,1.7159611,-7.4796906,0.217,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3595,0.034275,0.044625,0.09060667,0.03991724,0.041742858,0.0615625,0.04104295,0.0927,0.21868166,0.25883076,0.28236,0.28041,0.27537894,0.0,0.0,0.0,0.0,0.0,0.3862413,0.7461807,0.5056791,-0.6419978,0.40458924,0.0,0.0,0.0,4.0E-4,0.0043,0.0063,0.00425,-13.819916,1.7169808,-8.048964,0.245125,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3596,0.03595,0.0375125,0.1074,0.04761818,0.041566666,0.06826818,0.04137222,0.10949048,0.24016842,0.27535,0.29112,0.29828334,0.29265714,0.0,0.0,0.0,0.0,0.0,0.45152485,0.7511387,0.45338184,-0.62008667,0.3737298,0.0,0.0,0.0,4.0E-4,0.0043,0.0069,0.0043,-14.647727,1.649151,-8.881981,0.2368,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3597,0.035415385,0.0412,0.09664286,0.045745455,0.040485714,0.06813077,0.04415,0.10673334,0.22956666,0.260775,0.27501333,0.28608572,0.27683845,0.0,0.0,0.0,0.0,0.0,0.41477966,0.72333914,0.44081587,-0.6029029,0.36524925,0.0,0.0,0.0,4.0E-4,0.0043,0.00685,0.00445,-15.221885,1.5018476,-10.135439,0.223625,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3598,0.033522222,0.02985,0.09501875,0.04391765,0.03398889,0.05975,0.033975,0.10336923,0.23248461,0.2597,0.27167273,0.2795,0.26984,0.0,0.0,0.0,0.0,0.0,0.50525767,0.7776852,0.4487591,-0.6394333,0.3844392,0.0,0.0,0.0,4.0E-4,0.00375,0.00606,0.0035,-15.3768,1.4465464,-10.630008,0.2247,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3599,0.03421667,0.05088889,0.08001538,0.037007693,0.042925,0.059233334,0.034722224,0.08229444,0.21439,0.2446375,0.26172224,0.26944444,0.20717,0.0,0.0,0.0,0.0,0.0,0.40654224,0.7657421,0.52156717,-0.6308939,0.44523925,0.0,0.0,0.0,4.0E-4,0.0042,0.0057,0.004,-13.9786625,1.7674316,-7.909026,0.243525,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
